,applicant_id,Primary_applicant_age_in_years,Gender,Marital_status,Number_of_dependents,Housing,Years_at_current_residence,Employment_status,Has_been_employed_for_at_least,Has_been_employed_for_at_most,Foreign_worker,Savings_account_balance,loan_application_id,Months_loan_taken_for,Purpose,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Other_EMI_plans,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant
748,1800745,26,male,single,1,own,3,skilled employee / official,1 year,4 years,1,Low,d68f3636-edad-11ea-a355-052d9c5c3608,21,used vehicle,5248000,1,car or other,0,0,bank,1,existing loans paid back duly till now,0
749,1282922,33,male,single,1,own,2,skilled employee / official,4 years,7 years,1,Low,d68f36b8-edad-11ea-89c9-20a74d9fb2f5,15,used vehicle,3029000,2,car or other,0,0,bank,1,existing loans paid back duly till now,0
750,1837579,49,female,divorced,1,own,1,skilled employee / official,7 years,4 years,1,Low,d68f373a-edad-11ea-8424-0847212de145,6,FF&E,428000,2,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
751,1612689,23,female,divorced,1,own,2,unskilled - resident,0 year,1 year,1,Low,d68f37bc-edad-11ea-a628-250526632a6f,18,new vehicle,976000,1,car or other,0,0,bank,1,existing loans paid back duly till now,1
752,1746834,23,female,divorced,1,rent,4,unskilled - resident,4 years,7 years,1,Medium,d68f383e-edad-11ea-95cc-19698f13b8bd,12,business,841000,2,real estate,0,0,bank,1,existing loans paid back duly till now,0
753,1708009,25,female,divorced,1,own,2,skilled employee / official,4 years,7 years,1,Low,d68f38c0-edad-11ea-85bc-09d5191cf959,30,electronic equipment,5771000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
754,1331312,55,male,single,2,own,4,skilled employee / official,7 years,4 years,1,High,d68f3942-edad-11ea-8bd1-2cd2db2d2073,12,repair costs,1555000,4,car or other,0,0,bank,2,delay in paying off loans in the past,1
755,1621486,32,female,divorced,1,rent,4,skilled employee / official,4 years,7 years,1,Low,d68f3a64-edad-11ea-99ee-54c8aa94a274,24,new vehicle,1285000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
756,1868234,74,male,single,2,own,1,unemployed / unskilled - non-resident,1 year,4 years,0,Low,d68f3ae6-edad-11ea-98f0-22b178508d26,6,new vehicle,1299000,1,real estate,0,0,bank,3,critical/pending loans at other banks,0
757,1358207,39,male,single,1,own,4,skilled employee / official,1 year,4 years,1,Low,d68f3b72-edad-11ea-9a57-403ad5a10782,15,electronic equipment,1271000,3,car or other,0,0,bank,2,critical/pending loans at other banks,1
758,1888759,31,male,single,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68f3bf4-edad-11ea-a40c-2bd6c595582c,24,new vehicle,1393000,2,real estate,0,1,bank,1,existing loans paid back duly till now,0
759,1239673,35,male,single,1,own,3,skilled employee / official,7 years,4 years,1,Low,d68f3c80-edad-11ea-ac64-5a2530ff8e11,12,new vehicle,691000,4,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,1
760,1691986,59,female,divorced,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f3d0c-edad-11ea-ac08-0593722dcd8e,15,new vehicle,5045000,1,car or other,0,0,bank,1,critical/pending loans at other banks,0
761,1298469,24,female,divorced,1,rent,4,skilled employee / official,1 year,4 years,1,Low,d68f3d8e-edad-11ea-bd3b-2fe015f458ee,18,FF&E,2124000,4,real estate,0,0,bank,2,critical/pending loans at other banks,1
762,1197388,24,male,single,1,own,3,unskilled - resident,1 year,4 years,1,Low,d68f3e1a-edad-11ea-80ba-10233fa3fff9,12,electronic equipment,2214000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
763,1721124,30,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Low,d68f416c-edad-11ea-808d-3be60a9db67b,21,new vehicle,12680000,4,car or other,0,0,bank,1,critical/pending loans at other banks,1
764,1462018,27,male,divorced,1,own,3,skilled employee / official,4 years,7 years,1,Medium,d68f4306-edad-11ea-a281-3a488926bb1d,24,new vehicle,2463000,4,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
765,1235848,40,male,divorced,1,own,3,unskilled - resident,7 years,4 years,1,Low,d68f43d8-edad-11ea-81a7-20be5495625e,12,electronic equipment,1155000,3,real estate,0,1,bank,2,existing loans paid back duly till now,0
766,1714471,31,male,divorced,1,own,4,unskilled - resident,0 year,1 year,1,Low,d68f4482-edad-11ea-89db-2136c4c9b185,30,FF&E,3108000,2,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
767,1425297,31,female,divorced,1,rent,4,skilled employee / official,0 year,1 year,1,Low,d68f450e-edad-11ea-b211-42ae3f544f99,10,used vehicle,2901000,1,real estate,0,0,bank,1,existing loans paid back duly till now,0
768,1325035,28,male,single,1,rent,4,skilled employee / official,7 years,4 years,1,Low,d68f459a-edad-11ea-a704-53f9e4d62a39,12,FF&E,3617000,1,car or other,0,0,bank,3,critical/pending loans at other banks,0
769,1537731,63,male,single,1,own,4,unskilled - resident,7 years,4 years,1,Low,d68f4626-edad-11ea-8a98-4b651e6d47c2,12,electronic equipment,1655000,2,real estate,0,0,bank,2,critical/pending loans at other banks,0
770,1175864,26,female,divorced,1,rent,4,skilled employee / official,7 years,4 years,1,Low,d68f46b2-edad-11ea-8bc2-1a8e44dcc23b,24,used vehicle,2812000,2,real estate,0,0,bank,1,existing loans paid back duly till now,0
771,1278263,25,female,divorced,1,own,2,management / self-employed / highly qualified employee / officer,1 year,4 years,1,Low,d68f473e-edad-11ea-b09e-4a5ad1ad3c1f,36,education,8065000,3,car or other,0,0,bank,2,critical/pending loans at other banks,1
772,1700305,36,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Low,d68f47d4-edad-11ea-946a-551690ab10f7,21,used vehicle,3275000,1,car or other,0,0,bank,1,critical/pending loans at other banks,0
773,1730881,52,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Medium,d68f4860-edad-11ea-b9a6-51f57fd3d877,24,electronic equipment,2223000,4,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
774,1687239,66,male,single,1,own,4,unemployed / unskilled - non-resident,1 year,0 year,1,High,d68f48ec-edad-11ea-b9ad-32cb1cb495e8,12,new vehicle,1480000,2,car or other,0,0,bank,3,critical/pending loans at other banks,0
775,1291883,25,female,divorced,1,rent,4,skilled employee / official,1 year,4 years,1,Low,d68f4978-edad-11ea-9f51-40634ac5f582,24,new vehicle,1371000,4,real estate,0,0,bank,1,existing loans paid back duly till now,1
776,1876616,37,male,single,1,own,4,skilled employee / official,4 years,7 years,1,Low,d68f4a04-edad-11ea-a15e-4c16017b8624,36,new vehicle,3535000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
777,1888544,25,female,divorced,1,own,1,skilled employee / official,4 years,7 years,1,Low,d68f4a90-edad-11ea-a517-120c78778940,18,electronic equipment,3509000,4,real estate,0,1,bank,1,existing loans paid back duly till now,0
778,1185509,38,male,single,1,own,2,management / self-employed / highly qualified employee / officer,7 years,4 years,1,High,d68f4b12-edad-11ea-9503-1b1b168da61f,36,used vehicle,5711000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
779,1114818,67,female,divorced,1,own,4,skilled employee / official,1 year,0 year,1,Low,d68f4b9e-edad-11ea-aa35-21fc6f6e3cf3,18,repair costs,3872000,2,car or other,0,0,bank,1,existing loans paid back duly till now,0
780,1410684,25,male,single,1,own,2,skilled employee / official,4 years,7 years,1,Low,d68f4c2a-edad-11ea-9e9c-0a2f8912e127,39,electronic equipment,4933000,2,real estate,0,1,bank,2,critical/pending loans at other banks,1
781,1129775,60,male,single,1,own,4,skilled employee / official,7 years,4 years,1,High,d68f4cac-edad-11ea-89f8-25741de70189,24,new vehicle,1940000,4,real estate,0,0,bank,1,critical/pending loans at other banks,0
782,1113703,31,male,single,1,own,2,unskilled - resident,1 year,4 years,1,Low,d68f4d38-edad-11ea-908d-50959580e00b,12,career development,1410000,2,real estate,0,0,bank,1,no loans taken/all loans paid back duly,0
783,1458796,23,female,divorced,1,own,2,unskilled - resident,0 year,1 year,1,Medium,d68f4dc4-edad-11ea-a2ed-214822be6281,12,new vehicle,836000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
784,1859102,60,male,divorced,1,own,4,management / self-employed / highly qualified employee / officer,1 year,0 year,1,Low,d68f4e50-edad-11ea-b858-0b645cd6931d,20,used vehicle,6468000,1,real estate,0,0,bank,1,existing loans paid back duly till now,0
785,1105364,35,male,single,1,own,2,unskilled - resident,1 year,4 years,1,High,d68f4ed2-edad-11ea-b5cd-1b850433efc0,18,business,1941000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
786,1552102,40,male,single,1,own,4,skilled employee / official,7 years,4 years,1,High,d68f4f5e-edad-11ea-9b5c-51e8d06085f3,22,electronic equipment,2675000,3,car or other,0,0,bank,1,existing loans paid back duly till now,0
787,1768642,38,male,single,2,own,3,skilled employee / official,7 years,4 years,1,Low,d68f4fea-edad-11ea-9114-2cf759ed6fdf,48,used vehicle,2751000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
788,1545112,50,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f5076-edad-11ea-b673-569f3cf342db,48,education,6224000,4,car or other,0,0,bank,1,delay in paying off loans in the past,1
789,1617637,27,male,single,1,own,3,skilled employee / official,1 year,4 years,1,Low,d68f50f8-edad-11ea-abd4-59a2ab945353,40,education,5998000,4,car or other,0,0,bank,1,critical/pending loans at other banks,1
790,1569484,39,female,divorced,2,own,4,skilled employee / official,7 years,4 years,1,Low,d68f5184-edad-11ea-aa09-2e9953b65ddc,21,business,1188000,2,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
791,1372040,41,male,single,2,own,4,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Low,d68f5210-edad-11ea-93d3-4752718e77dc,24,used vehicle,6313000,3,car or other,0,0,bank,1,existing loans paid back duly till now,0
792,1889303,27,male,divorced,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68f529c-edad-11ea-a2f3-39da3a70f422,6,FF&E,1221000,1,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
793,1414229,51,male,divorced,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f531e-edad-11ea-8543-4c70565f6a85,24,FF&E,2892000,3,car or other,0,0,bank,1,existing loans paid back duly till now,0
794,1251047,32,male,single,1,rent,3,skilled employee / official,7 years,4 years,1,High,d68f53aa-edad-11ea-b566-545763defa25,24,FF&E,3062000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
795,1755345,22,female,divorced,1,rent,4,skilled employee / official,0 year,1 year,1,Medium,d68f5436-edad-11ea-9831-3b8a1492e517,9,FF&E,2301000,2,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
796,1228039,51,male,single,2,own,4,skilled employee / official,7 years,4 years,1,Low,d68f54b8-edad-11ea-976b-3c9954e83d72,18,used vehicle,7511000,1,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
797,1675569,22,female,divorced,1,rent,4,unskilled - resident,0 year,1 year,1,Low,d68f5544-edad-11ea-9369-5843237a160d,12,FF&E,1258000,2,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
798,1258889,54,male,divorced,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f55d0-edad-11ea-84a8-2800d7327005,24,new vehicle,717000,4,car or other,0,0,bank,2,delay in paying off loans in the past,0
799,1873693,35,male,single,1,own,2,unemployed / unskilled - non-resident,0 year,1 year,1,Low,d68f5652-edad-11ea-905f-3199df11cd3b,9,new vehicle,1549000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
800,1513715,54,male,single,2,own,4,skilled employee / official,7 years,4 years,1,Low,d68f56de-edad-11ea-ab9c-15772ec2252d,24,education,1597000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
801,1609859,48,female,divorced,1,rent,4,unskilled - resident,7 years,4 years,1,Low,d68f576a-edad-11ea-ab40-462571343e1d,18,electronic equipment,1795000,3,real estate,0,1,bank,2,critical/pending loans at other banks,0
802,1867602,24,female,divorced,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f57ec-edad-11ea-b572-0c72598c27ab,20,FF&E,4272000,1,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
803,1631439,35,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f5878-edad-11ea-81c6-3c81f2a9f92f,12,electronic equipment,976000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
804,1739359,24,female,divorced,1,rent,2,unemployed / unskilled - non-resident,1 year,0 year,1,Low,d68f5904-edad-11ea-b543-5040d2c20c73,12,new vehicle,7472000,1,real estate,0,0,bank,1,existing loans paid back duly till now,0
805,1487299,24,male,single,1,own,1,skilled employee / official,4 years,7 years,1,Low,d68f5986-edad-11ea-9f6a-58b7237a9cd7,36,new vehicle,9271000,2,car or other,0,0,bank,1,existing loans paid back duly till now,1
806,1713111,26,male,divorced,1,own,3,unskilled - resident,0 year,1 year,0,Low,d68f5a12-edad-11ea-a0ae-239cb0d1abd5,6,electronic equipment,590000,3,real estate,0,0,bank,1,existing loans paid back duly till now,0
807,1207751,65,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f5a9e-edad-11ea-928d-3402f7ca83fb,12,electronic equipment,930000,4,real estate,0,0,bank,4,critical/pending loans at other banks,0
808,1848913,55,male,single,1,own,2,management / self-employed / highly qualified employee / officer,1 year,0 year,1,Low,d68f5b20-edad-11ea-8b2c-39f314305558,42,used vehicle,9283000,1,car or other,0,0,bank,1,all loans at this bank paid back duly,0
809,1366939,26,female,divorced,1,rent,1,unemployed / unskilled - non-resident,0 year,1 year,1,Low,d68f5bac-edad-11ea-8c61-331ac341d459,15,new vehicle,1778000,2,real estate,0,0,bank,2,no loans taken/all loans paid back duly,1
810,1109861,26,male,divorced,1,own,2,skilled employee / official,0 year,1 year,1,Low,d68f5c38-edad-11ea-89f3-1ad68205c542,8,business,907000,3,real estate,0,0,bank,1,existing loans paid back duly till now,0
811,1662902,28,male,divorced,1,own,3,unskilled - resident,4 years,7 years,1,Low,d68f5cba-edad-11ea-bef1-05e236d8fd0d,6,electronic equipment,484000,3,real estate,0,1,bank,1,existing loans paid back duly till now,0
812,1434140,24,male,single,1,own,4,skilled employee / official,4 years,7 years,1,Low,d68f5d46-edad-11ea-81f2-2229d0254e6e,36,used vehicle,9629000,4,car or other,0,0,bank,2,critical/pending loans at other banks,1
813,1310244,54,male,single,1,own,4,skilled employee / official,1 year,4 years,1,Low,d68f5dd2-edad-11ea-9a38-25331b96dc78,48,domestic appliances,3051000,3,car or other,0,0,bank,1,existing loans paid back duly till now,1
814,1455390,46,male,single,2,own,4,skilled employee / official,4 years,7 years,1,Low,d68f5e54-edad-11ea-b634-2b01554a325d,48,new vehicle,3931000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
815,1436351,54,female,divorced,1,rent,2,skilled employee / official,1 year,4 years,1,Low,d68f5ee0-edad-11ea-b5c7-319aeb47ce2f,36,new vehicle,7432000,2,building society savings agreement/life insurance,0,0,bank,1,delay in paying off loans in the past,0
816,1771663,62,male,divorced,1,own,4,skilled employee / official,1 year,4 years,1,High,d68f5f80-edad-11ea-ad5b-375573207b43,6,domestic appliances,1338000,1,real estate,0,0,bank,1,existing loans paid back duly till now,0
817,1646485,24,female,divorced,1,rent,2,skilled employee / official,4 years,7 years,1,Low,d68f600c-edad-11ea-b9db-1710839496eb,6,electronic equipment,1554000,1,car or other,0,0,bank,2,critical/pending loans at other banks,0
818,1113817,43,male,divorced,1,own,3,management / self-employed / highly qualified employee / officer,1 year,0 year,1,Low,d68f6098-edad-11ea-a505-25fbec75f8ac,36,electronic equipment,15857000,2,car or other,1,0,bank,1,existing loans paid back duly till now,0
819,1834364,26,male,divorced,1,own,3,skilled employee / official,1 year,4 years,1,Low,d68f611a-edad-11ea-a358-0a70d45938c0,18,electronic equipment,1345000,4,real estate,0,0,bank,1,existing loans paid back duly till now,1
820,1170672,27,male,divorced,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68f61a6-edad-11ea-860a-216098af184f,12,new vehicle,1101000,3,real estate,0,0,bank,2,existing loans paid back duly till now,0
821,1300764,24,male,divorced,1,own,1,skilled employee / official,1 year,4 years,1,Low,d68f6228-edad-11ea-b6f4-4b1321fb3605,12,electronic equipment,3016000,3,car or other,0,0,bank,1,existing loans paid back duly till now,0
822,1725992,41,male,single,2,own,2,skilled employee / official,7 years,4 years,1,Low,d68f62b4-edad-11ea-8976-33b117d94913,36,FF&E,2712000,2,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
823,1864186,47,male,single,1,own,4,unskilled - resident,7 years,4 years,1,Low,d68f6340-edad-11ea-98da-3167f04b745f,8,new vehicle,731000,4,real estate,0,0,bank,2,critical/pending loans at other banks,0
824,1596340,35,male,divorced,1,own,2,management / self-employed / highly qualified employee / officer,0 year,1 year,1,Low,d68f63c2-edad-11ea-a29e-1c2c4adb235b,18,FF&E,3780000,3,car or other,0,0,bank,2,critical/pending loans at other banks,0
825,1226103,30,male,divorced,1,own,3,skilled employee / official,7 years,4 years,1,Low,d68f644e-edad-11ea-a360-05dfb445a4c0,21,new vehicle,1602000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
826,1225173,33,female,divorced,1,rent,4,skilled employee / official,7 years,4 years,1,Low,d68f64da-edad-11ea-8c95-1cd43c3687f9,18,new vehicle,3966000,1,real estate,0,0,bank,3,critical/pending loans at other banks,1
827,1632164,36,male,single,2,own,2,skilled employee / official,1 year,4 years,1,Low,d68f65f2-edad-11ea-990d-458c2dbc01e2,18,business,4165000,2,car or other,0,0,stores,2,no loans taken/all loans paid back duly,1
828,1227188,47,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f6674-edad-11ea-ad72-1964af5bb82a,36,used vehicle,8335000,3,car or other,0,0,bank,1,existing loans paid back duly till now,1
829,1529209,38,male,single,2,own,4,skilled employee / official,1 year,4 years,1,Low,d68f66f6-edad-11ea-b0ef-0b9bcb9c4ad4,48,business,6681000,4,car or other,0,0,bank,1,delay in paying off loans in the past,0
830,1324304,44,male,single,2,own,2,skilled employee / official,1 year,4 years,1,High,d68f6782-edad-11ea-90aa-2a7abe8e30eb,24,business,2375000,4,car or other,0,0,bank,2,delay in paying off loans in the past,0
831,1331183,23,female,divorced,1,rent,3,skilled employee / official,0 year,1 year,1,Low,d68f6804-edad-11ea-a706-20922ce0b71c,18,new vehicle,1216000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
832,1296225,29,male,single,1,rent,4,skilled employee / official,7 years,4 years,1,Low,d68f6886-edad-11ea-bd29-37b85e2c0fce,45,business,11816000,2,car or other,0,0,bank,2,no loans taken/all loans paid back duly,1
833,1527920,42,female,divorced,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f6908-edad-11ea-b41e-4104ea6c41ce,24,electronic equipment,5084000,2,car or other,0,0,bank,1,existing loans paid back duly till now,0
834,1319710,25,female,divorced,1,own,3,unskilled - resident,0 year,1 year,1,Low,d68f698a-edad-11ea-903e-157ed3efab81,15,electronic equipment,2327000,2,real estate,0,0,bank,1,existing loans paid back duly till now,1
835,1649832,48,male,single,1,own,4,skilled employee / official,1 year,4 years,1,Low,d68f6a0c-edad-11ea-8da3-52021ce72398,12,new vehicle,1082000,4,car or other,0,0,bank,2,no loans taken/all loans paid back duly,1
836,1282362,21,female,divorced,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68f6a8e-edad-11ea-8320-4fd745967dc3,12,electronic equipment,886000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
837,1148187,23,female,divorced,2,rent,3,unskilled - resident,0 year,1 year,1,Low,d68f6b10-edad-11ea-8cdd-243d64d3a8a8,4,FF&E,601000,1,real estate,0,0,bank,1,existing loans paid back duly till now,0
838,1609255,63,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f6b92-edad-11ea-ad4a-50ca1087b9d1,24,used vehicle,2957000,4,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
839,1752833,46,male,divorced,1,own,3,skilled employee / official,7 years,4 years,1,Low,d68f6c14-edad-11ea-b677-3635436d77a7,24,electronic equipment,2611000,4,real estate,1,0,bank,2,critical/pending loans at other banks,0
840,1865216,29,male,single,1,own,2,skilled employee / official,4 years,7 years,1,Low,d68f6c96-edad-11ea-bfe4-0eca450b1fa0,36,FF&E,5179000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
841,1313830,28,male,single,1,own,2,unskilled - resident,1 year,4 years,1,Low,d68f6d18-edad-11ea-8c6f-363548887791,21,used vehicle,2993000,3,real estate,0,0,stores,2,delay in paying off loans in the past,0
842,1731499,23,female,divorced,1,own,4,skilled employee / official,0 year,1 year,1,Low,d68f6d9a-edad-11ea-96c3-3bdfc5f969e6,18,repair costs,1943000,4,real estate,0,0,bank,1,existing loans paid back duly till now,1
843,1209302,50,male,single,1,own,4,skilled employee / official,4 years,7 years,1,Low,d68f6e1c-edad-11ea-bd31-1b12feb233e6,24,business,1559000,4,car or other,0,0,bank,1,all loans at this bank paid back duly,0
844,1714483,47,male,single,2,own,4,skilled employee / official,7 years,4 years,1,Low,d68f6ea8-edad-11ea-bb8b-5829c589c961,18,FF&E,3422000,4,building society savings agreement/life insurance,0,0,bank,3,existing loans paid back duly till now,0
845,1237910,35,male,single,1,own,3,skilled employee / official,4 years,7 years,1,Low,d68f6f2a-edad-11ea-a10d-2aaebd75812d,21,FF&E,3976000,2,car or other,0,0,bank,1,existing loans paid back duly till now,0
846,1132898,68,male,single,1,rent,4,skilled employee / official,1 year,4 years,1,Low,d68f6fac-edad-11ea-b5cf-04d5bcfcf333,18,new vehicle,6761000,2,car or other,0,0,bank,2,existing loans paid back duly till now,1
847,1775542,28,male,divorced,1,own,2,skilled employee / official,0 year,1 year,1,Low,d68f702e-edad-11ea-9f34-128941f6cb73,24,new vehicle,1249000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
848,1591350,59,male,single,1,own,4,skilled employee / official,4 years,7 years,1,Low,d68f70b0-edad-11ea-ae69-3c147ad190f2,9,electronic equipment,1364000,3,real estate,0,0,bank,1,existing loans paid back duly till now,0
849,1398582,57,male,single,1,own,4,unskilled - resident,7 years,4 years,1,Low,d68f7132-edad-11ea-9add-1a336d4aeceb,12,electronic equipment,709000,4,real estate,0,0,stores,1,existing loans paid back duly till now,1
850,1596230,33,male,divorced,1,rent,2,skilled employee / official,1 year,4 years,0,Low,d68f71b4-edad-11ea-9782-2497809ad994,20,new vehicle,2235000,4,building society savings agreement/life insurance,0,1,bank,2,critical/pending loans at other banks,1
851,1785162,43,male,single,1,own,4,skilled employee / official,4 years,7 years,1,Low,d68f7236-edad-11ea-8fe0-5087c4a61be6,24,used vehicle,4042000,3,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
852,1157193,35,male,single,1,own,4,skilled employee / official,1 year,4 years,1,Low,d68f72b8-edad-11ea-a34d-41b37910241f,15,electronic equipment,1471000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
853,1192570,32,male,single,2,own,4,unskilled - resident,4 years,7 years,1,Low,d68f733a-edad-11ea-b74c-32ca90ea421d,18,new vehicle,1442000,4,car or other,0,0,bank,2,all loans at this bank paid back duly,1
854,1710864,45,male,single,2,own,2,skilled employee / official,7 years,4 years,1,Low,d68f73b2-edad-11ea-b357-41411ac14b82,36,new vehicle,10875000,2,car or other,0,0,bank,2,delay in paying off loans in the past,0
855,1566750,33,male,divorced,1,own,3,skilled employee / official,0 year,1 year,1,Medium,d68f7434-edad-11ea-aa32-54b0d3892ab0,24,new vehicle,1474000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
856,1902547,40,female,divorced,1,own,3,skilled employee / official,4 years,7 years,1,Low,d68f74b6-edad-11ea-9097-53a320d9d6ad,10,career development,894000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
857,1759209,28,male,single,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68f7538-edad-11ea-9cd1-4931f0bd182e,15,FF&E,3343000,4,car or other,0,0,bank,1,critical/pending loans at other banks,0
858,1808244,29,female,divorced,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68f75ba-edad-11ea-9f8d-1d15110665d9,15,new vehicle,3959000,3,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
859,1201646,26,male,single,2,rent,2,skilled employee / official,1 year,4 years,0,Medium,d68f763c-edad-11ea-b02d-558fa39553dd,9,new vehicle,3577000,1,real estate,0,1,bank,1,existing loans paid back duly till now,0
860,1607767,27,male,single,1,own,2,skilled employee / official,1 year,4 years,1,High,d68f76be-edad-11ea-8c5c-409629b522df,24,used vehicle,5804000,4,real estate,0,0,bank,2,critical/pending loans at other banks,0
861,1330120,28,male,divorced,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68f7740-edad-11ea-90c1-15acc0c96b16,18,business,2169000,4,car or other,0,0,bank,1,delay in paying off loans in the past,1
862,1326318,35,female,divorced,1,own,4,skilled employee / official,0 year,1 year,1,Low,d68f77c2-edad-11ea-954c-1bd8d1a09387,24,electronic equipment,2439000,4,real estate,0,0,bank,1,existing loans paid back duly till now,1
863,1374670,32,male,single,2,own,2,unskilled - resident,0 year,1 year,1,High,d68f7844-edad-11ea-a036-013cf64ca3c4,27,FF&E,4526000,4,real estate,0,0,stores,2,critical/pending loans at other banks,0
864,1524976,25,male,single,1,rent,2,unskilled - resident,1 year,4 years,1,Low,d68f78c6-edad-11ea-99ec-4312c534286b,10,FF&E,2210000,2,real estate,0,0,bank,1,existing loans paid back duly till now,1
865,1883700,20,female,divorced,1,rent,4,skilled employee / official,1 year,4 years,1,High,d68f7948-edad-11ea-8c14-0832f52f8505,15,FF&E,2221000,2,car or other,0,0,bank,1,existing loans paid back duly till now,0
866,1269924,27,female,divorced,1,own,1,skilled employee / official,0 year,1 year,1,Low,d68f79ca-edad-11ea-883f-51b424190cd9,18,electronic equipment,2389000,4,car or other,0,0,stores,1,existing loans paid back duly till now,0
867,1597065,42,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68f7a4c-edad-11ea-b4f1-2395d2568b97,12,FF&E,3331000,2,building society savings agreement/life insurance,0,0,stores,1,critical/pending loans at other banks,0
868,1324619,37,male,single,1,own,2,skilled employee / official,7 years,4 years,1,Low,d68f7ace-edad-11ea-a953-2988b236409d,36,business,7409000,3,building society savings agreement/life insurance,0,0,bank,2,existing loans paid back duly till now,0
869,1215860,24,female,divorced,1,rent,4,skilled employee / official,7 years,4 years,1,Low,d68f7b50-edad-11ea-900d-19065475ccce,12,FF&E,652000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
870,1425802,40,female,divorced,1,own,4,skilled employee / official,4 years,7 years,1,High,d68f7bd2-edad-11ea-a1b8-294492368b77,36,FF&E,7678000,2,car or other,0,0,bank,2,delay in paying off loans in the past,0
871,1777992,46,male,single,2,own,4,skilled employee / official,7 years,4 years,0,Low,d68f7c54-edad-11ea-9294-0ff2484bfe80,6,new vehicle,1343000,1,real estate,0,0,bank,2,critical/pending loans at other banks,0
872,1881691,26,male,single,1,own,1,skilled employee / official,4 years,7 years,1,Medium,d68f7cd6-edad-11ea-b7d3-41b901123461,24,business,1382000,4,real estate,0,0,bank,2,critical/pending loans at other banks,0
